attribute_name,group,description
property_city_74,property,"City attribute for property, instance 74."
property_state_74,property,"State attribute for property, instance 74."
property_postal_code_74,property,"Postal Code attribute for property, instance 74."
property_country_74,property,"Country attribute for property, instance 74."
property_property_type_74,property,"Property Type attribute for property, instance 74."
property_year_built_74,property,"Year Built attribute for property, instance 74."
property_purchase_price_74,property,"Purchase Price attribute for property, instance 74."
property_appraised_value_74,property,"Appraised Value attribute for property, instance 74."
property_square_feet_74,property,"Square Feet attribute for property, instance 74."
property_lot_size_74,property,"Lot Size attribute for property, instance 74."
property_num_bedrooms_74,property,"Num Bedrooms attribute for property, instance 74."
property_num_bathrooms_74,property,"Num Bathrooms attribute for property, instance 74."
payment_id_74,payment,"Id attribute for payment, instance 74."
payment_due_date_74,payment,"Due Date attribute for payment, instance 74."
payment_amount_due_74,payment,"Amount Due attribute for payment, instance 74."
payment_amount_paid_74,payment,"Amount Paid attribute for payment, instance 74."
payment_payment_date_74,payment,"Payment Date attribute for payment, instance 74."
payment_payment_method_74,payment,"Payment Method attribute for payment, instance 74."
payment_status_74,payment,"Status attribute for payment, instance 74."
payment_late_fee_74,payment,"Late Fee attribute for payment, instance 74."
payment_escrow_amount_74,payment,"Escrow Amount attribute for payment, instance 74."
escrow_id_74,escrow,"Id attribute for escrow, instance 74."
escrow_type_74,escrow,"Type attribute for escrow, instance 74."
escrow_balance_74,escrow,"Balance attribute for escrow, instance 74."
escrow_taxes_due_74,escrow,"Taxes Due attribute for escrow, instance 74."
escrow_insurance_due_74,escrow,"Insurance Due attribute for escrow, instance 74."
escrow_last_payment_date_74,escrow,"Last Payment Date attribute for escrow, instance 74."
escrow_next_payment_due_74,escrow,"Next Payment Due attribute for escrow, instance 74."
regulatory_hmda_reporting_flag_74,regulatory,"Hmda Reporting Flag attribute for regulatory, instance 74."
regulatory_compliance_status_74,regulatory,"Compliance Status attribute for regulatory, instance 74."
regulatory_regulator_notes_74,regulatory,"Regulator Notes attribute for regulatory, instance 74."
regulatory_fair_lending_score_74,regulatory,"Fair Lending Score attribute for regulatory, instance 74."
regulatory_audit_status_74,regulatory,"Audit Status attribute for regulatory, instance 74."
borrower_id_75,borrower,"Id attribute for borrower, instance 75."
borrower_first_name_75,borrower,"First Name attribute for borrower, instance 75."
borrower_last_name_75,borrower,"Last Name attribute for borrower, instance 75."
borrower_date_of_birth_75,borrower,"Date Of Birth attribute for borrower, instance 75."
borrower_ssn_75,borrower,"Ssn attribute for borrower, instance 75."
borrower_employment_status_75,borrower,"Employment Status attribute for borrower, instance 75."
borrower_annual_income_75,borrower,"Annual Income attribute for borrower, instance 75."
borrower_credit_score_75,borrower,"Credit Score attribute for borrower, instance 75."
borrower_marital_status_75,borrower,"Marital Status attribute for borrower, instance 75."
borrower_number_of_dependents_75,borrower,"Number Of Dependents attribute for borrower, instance 75."
borrower_residency_status_75,borrower,"Residency Status attribute for borrower, instance 75."
loan_id_75,loan,"Id attribute for loan, instance 75."
loan_type_75,loan,"Type attribute for loan, instance 75."
loan_amount_75,loan,"Amount attribute for loan, instance 75."
loan_term_years_75,loan,"Term Years attribute for loan, instance 75."
loan_interest_rate_75,loan,"Interest Rate attribute for loan, instance 75."
loan_origination_date_75,loan,"Origination Date attribute for loan, instance 75."
loan_maturity_date_75,loan,"Maturity Date attribute for loan, instance 75."
loan_status_75,loan,"Status attribute for loan, instance 75."
loan_ltv_ratio_75,loan,"Ltv Ratio attribute for loan, instance 75."
loan_dti_ratio_75,loan,"Dti Ratio attribute for loan, instance 75."
loan_amortization_type_75,loan,"Amortization Type attribute for loan, instance 75."
property_id_75,property,"Id attribute for property, instance 75."
property_address_line1_75,property,"Address Line1 attribute for property, instance 75."
property_address_line2_75,property,"Address Line2 attribute for property, instance 75."
property_city_75,property,"City attribute for property, instance 75."
property_state_75,property,"State attribute for property, instance 75."
property_postal_code_75,property,"Postal Code attribute for property, instance 75."
property_country_75,property,"Country attribute for property, instance 75."
property_property_type_75,property,"Property Type attribute for property, instance 75."
property_year_built_75,property,"Year Built attribute for property, instance 75."
property_purchase_price_75,property,"Purchase Price attribute for property, instance 75."
property_appraised_value_75,property,"Appraised Value attribute for property, instance 75."
property_square_feet_75,property,"Square Feet attribute for property, instance 75."
property_lot_size_75,property,"Lot Size attribute for property, instance 75."
property_num_bedrooms_75,property,"Num Bedrooms attribute for property, instance 75."
property_num_bathrooms_75,property,"Num Bathrooms attribute for property, instance 75."
payment_id_75,payment,"Id attribute for payment, instance 75."
payment_due_date_75,payment,"Due Date attribute for payment, instance 75."
payment_amount_due_75,payment,"Amount Due attribute for payment, instance 75."
payment_amount_paid_75,payment,"Amount Paid attribute for payment, instance 75."
payment_payment_date_75,payment,"Payment Date attribute for payment, instance 75."
payment_payment_method_75,payment,"Payment Method attribute for payment, instance 75."
payment_status_75,payment,"Status attribute for payment, instance 75."
payment_late_fee_75,payment,"Late Fee attribute for payment, instance 75."
payment_escrow_amount_75,payment,"Escrow Amount attribute for payment, instance 75."
escrow_id_75,escrow,"Id attribute for escrow, instance 75."
escrow_type_75,escrow,"Type attribute for escrow, instance 75."
escrow_balance_75,escrow,"Balance attribute for escrow, instance 75."
escrow_taxes_due_75,escrow,"Taxes Due attribute for escrow, instance 75."
escrow_insurance_due_75,escrow,"Insurance Due attribute for escrow, instance 75."
escrow_last_payment_date_75,escrow,"Last Payment Date attribute for escrow, instance 75."
escrow_next_payment_due_75,escrow,"Next Payment Due attribute for escrow, instance 75."
regulatory_hmda_reporting_flag_75,regulatory,"Hmda Reporting Flag attribute for regulatory, instance 75."
regulatory_compliance_status_75,regulatory,"Compliance Status attribute for regulatory, instance 75."
regulatory_regulator_notes_75,regulatory,"Regulator Notes attribute for regulatory, instance 75."
regulatory_fair_lending_score_75,regulatory,"Fair Lending Score attribute for regulatory, instance 75."
regulatory_audit_status_75,regulatory,"Audit Status attribute for regulatory, instance 75."
borrower_id_76,borrower,"Id attribute for borrower, instance 76."
borrower_first_name_76,borrower,"First Name attribute for borrower, instance 76."
borrower_last_name_76,borrower,"Last Name attribute for borrower, instance 76."
borrower_date_of_birth_76,borrower,"Date Of Birth attribute for borrower, instance 76."
borrower_ssn_76,borrower,"Ssn attribute for borrower, instance 76."
borrower_employment_status_76,borrower,"Employment Status attribute for borrower, instance 76."
borrower_annual_income_76,borrower,"Annual Income attribute for borrower, instance 76."
borrower_credit_score_76,borrower,"Credit Score attribute for borrower, instance 76."
borrower_marital_status_76,borrower,"Marital Status attribute for borrower, instance 76."
borrower_number_of_dependents_76,borrower,"Number Of Dependents attribute for borrower, instance 76."
borrower_residency_status_76,borrower,"Residency Status attribute for borrower, instance 76."
loan_id_76,loan,"Id attribute for loan, instance 76."
loan_type_76,loan,"Type attribute for loan, instance 76."
loan_amount_76,loan,"Amount attribute for loan, instance 76."
loan_term_years_76,loan,"Term Years attribute for loan, instance 76."
loan_interest_rate_76,loan,"Interest Rate attribute for loan, instance 76."
loan_origination_date_76,loan,"Origination Date attribute for loan, instance 76."
loan_maturity_date_76,loan,"Maturity Date attribute for loan, instance 76."
loan_status_76,loan,"Status attribute for loan, instance 76."
loan_ltv_ratio_76,loan,"Ltv Ratio attribute for loan, instance 76."
loan_dti_ratio_76,loan,"Dti Ratio attribute for loan, instance 76."
loan_amortization_type_76,loan,"Amortization Type attribute for loan, instance 76."
property_id_76,property,"Id attribute for property, instance 76."
property_address_line1_76,property,"Address Line1 attribute for property, instance 76."
property_address_line2_76,property,"Address Line2 attribute for property, instance 76."
property_city_76,property,"City attribute for property, instance 76."
property_state_76,property,"State attribute for property, instance 76."
property_postal_code_76,property,"Postal Code attribute for property, instance 76."
property_country_76,property,"Country attribute for property, instance 76."
property_property_type_76,property,"Property Type attribute for property, instance 76."
property_year_built_76,property,"Year Built attribute for property, instance 76."
property_purchase_price_76,property,"Purchase Price attribute for property, instance 76."
property_appraised_value_76,property,"Appraised Value attribute for property, instance 76."
property_square_feet_76,property,"Square Feet attribute for property, instance 76."
property_lot_size_76,property,"Lot Size attribute for property, instance 76."
property_num_bedrooms_76,property,"Num Bedrooms attribute for property, instance 76."
property_num_bathrooms_76,property,"Num Bathrooms attribute for property, instance 76."
payment_id_76,payment,"Id attribute for payment, instance 76."
payment_due_date_76,payment,"Due Date attribute for payment, instance 76."
payment_amount_due_76,payment,"Amount Due attribute for payment, instance 76."
payment_amount_paid_76,payment,"Amount Paid attribute for payment, instance 76."
payment_payment_date_76,payment,"Payment Date attribute for payment, instance 76."
payment_payment_method_76,payment,"Payment Method attribute for payment, instance 76."
payment_status_76,payment,"Status attribute for payment, instance 76."
payment_late_fee_76,payment,"Late Fee attribute for payment, instance 76."
payment_escrow_amount_76,payment,"Escrow Amount attribute for payment, instance 76."
escrow_id_76,escrow,"Id attribute for escrow, instance 76."
escrow_type_76,escrow,"Type attribute for escrow, instance 76."
escrow_balance_76,escrow,"Balance attribute for escrow, instance 76."
escrow_taxes_due_76,escrow,"Taxes Due attribute for escrow, instance 76."
escrow_insurance_due_76,escrow,"Insurance Due attribute for escrow, instance 76."
escrow_last_payment_date_76,escrow,"Last Payment Date attribute for escrow, instance 76."
escrow_next_payment_due_76,escrow,"Next Payment Due attribute for escrow, instance 76."
regulatory_hmda_reporting_flag_76,regulatory,"Hmda Reporting Flag attribute for regulatory, instance 76."
regulatory_compliance_status_76,regulatory,"Compliance Status attribute for regulatory, instance 76."
regulatory_regulator_notes_76,regulatory,"Regulator Notes attribute for regulatory, instance 76."
regulatory_fair_lending_score_76,regulatory,"Fair Lending Score attribute for regulatory, instance 76."
regulatory_audit_status_76,regulatory,"Audit Status attribute for regulatory, instance 76."
borrower_id_77,borrower,"Id attribute for borrower, instance 77."
borrower_first_name_77,borrower,"First Name attribute for borrower, instance 77."
borrower_last_name_77,borrower,"Last Name attribute for borrower, instance 77."
borrower_date_of_birth_77,borrower,"Date Of Birth attribute for borrower, instance 77."
borrower_ssn_77,borrower,"Ssn attribute for borrower, instance 77."
borrower_employment_status_77,borrower,"Employment Status attribute for borrower, instance 77."
borrower_annual_income_77,borrower,"Annual Income attribute for borrower, instance 77."
borrower_credit_score_77,borrower,"Credit Score attribute for borrower, instance 77."
borrower_marital_status_77,borrower,"Marital Status attribute for borrower, instance 77."
borrower_number_of_dependents_77,borrower,"Number Of Dependents attribute for borrower, instance 77."
borrower_residency_status_77,borrower,"Residency Status attribute for borrower, instance 77."
loan_id_77,loan,"Id attribute for loan, instance 77."
loan_type_77,loan,"Type attribute for loan, instance 77."
loan_amount_77,loan,"Amount attribute for loan, instance 77."
loan_term_years_77,loan,"Term Years attribute for loan, instance 77."
loan_interest_rate_77,loan,"Interest Rate attribute for loan, instance 77."
loan_origination_date_77,loan,"Origination Date attribute for loan, instance 77."
loan_maturity_date_77,loan,"Maturity Date attribute for loan, instance 77."
loan_status_77,loan,"Status attribute for loan, instance 77."
loan_ltv_ratio_77,loan,"Ltv Ratio attribute for loan, instance 77."
loan_dti_ratio_77,loan,"Dti Ratio attribute for loan, instance 77."
loan_amortization_type_77,loan,"Amortization Type attribute for loan, instance 77."
property_id_77,property,"Id attribute for property, instance 77."
property_address_line1_77,property,"Address Line1 attribute for property, instance 77."
property_address_line2_77,property,"Address Line2 attribute for property, instance 77."
property_city_77,property,"City attribute for property, instance 77."
property_state_77,property,"State attribute for property, instance 77."
property_postal_code_77,property,"Postal Code attribute for property, instance 77."
property_country_77,property,"Country attribute for property, instance 77."
property_property_type_77,property,"Property Type attribute for property, instance 77."
property_year_built_77,property,"Year Built attribute for property, instance 77."
property_purchase_price_77,property,"Purchase Price attribute for property, instance 77."
property_appraised_value_77,property,"Appraised Value attribute for property, instance 77."
property_square_feet_77,property,"Square Feet attribute for property, instance 77."
property_lot_size_77,property,"Lot Size attribute for property, instance 77."
property_num_bedrooms_77,property,"Num Bedrooms attribute for property, instance 77."
property_num_bathrooms_77,property,"Num Bathrooms attribute for property, instance 77."
payment_id_77,payment,"Id attribute for payment, instance 77."
payment_due_date_77,payment,"Due Date attribute for payment, instance 77."
payment_amount_due_77,payment,"Amount Due attribute for payment, instance 77."
payment_amount_paid_77,payment,"Amount Paid attribute for payment, instance 77."
payment_payment_date_77,payment,"Payment Date attribute for payment, instance 77."
payment_payment_method_77,payment,"Payment Method attribute for payment, instance 77."
payment_status_77,payment,"Status attribute for payment, instance 77."
payment_late_fee_77,payment,"Late Fee attribute for payment, instance 77."
payment_escrow_amount_77,payment,"Escrow Amount attribute for payment, instance 77."
escrow_id_77,escrow,"Id attribute for escrow, instance 77."
escrow_type_77,escrow,"Type attribute for escrow, instance 77."
escrow_balance_77,escrow,"Balance attribute for escrow, instance 77."
escrow_taxes_due_77,escrow,"Taxes Due attribute for escrow, instance 77."
escrow_insurance_due_77,escrow,"Insurance Due attribute for escrow, instance 77."
escrow_last_payment_date_77,escrow,"Last Payment Date attribute for escrow, instance 77."
escrow_next_payment_due_77,escrow,"Next Payment Due attribute for escrow, instance 77."
regulatory_hmda_reporting_flag_77,regulatory,"Hmda Reporting Flag attribute for regulatory, instance 77."
regulatory_compliance_status_77,regulatory,"Compliance Status attribute for regulatory, instance 77."
regulatory_regulator_notes_77,regulatory,"Regulator Notes attribute for regulatory, instance 77."
regulatory_fair_lending_score_77,regulatory,"Fair Lending Score attribute for regulatory, instance 77."
regulatory_audit_status_77,regulatory,"Audit Status attribute for regulatory, instance 77."
borrower_id_78,borrower,"Id attribute for borrower, instance 78."
borrower_first_name_78,borrower,"First Name attribute for borrower, instance 78."
borrower_last_name_78,borrower,"Last Name attribute for borrower, instance 78."
borrower_date_of_birth_78,borrower,"Date Of Birth attribute for borrower, instance 78."
borrower_ssn_78,borrower,"Ssn attribute for borrower, instance 78."
borrower_employment_status_78,borrower,"Employment Status attribute for borrower, instance 78."
borrower_annual_income_78,borrower,"Annual Income attribute for borrower, instance 78."
borrower_credit_score_78,borrower,"Credit Score attribute for borrower, instance 78."
borrower_marital_status_78,borrower,"Marital Status attribute for borrower, instance 78."
borrower_number_of_dependents_78,borrower,"Number Of Dependents attribute for borrower, instance 78."
borrower_residency_status_78,borrower,"Residency Status attribute for borrower, instance 78."
loan_id_78,loan,"Id attribute for loan, instance 78."
loan_type_78,loan,"Type attribute for loan, instance 78."
loan_amount_78,loan,"Amount attribute for loan, instance 78."
loan_term_years_78,loan,"Term Years attribute for loan, instance 78."
loan_interest_rate_78,loan,"Interest Rate attribute for loan, instance 78."
loan_origination_date_78,loan,"Origination Date attribute for loan, instance 78."
loan_maturity_date_78,loan,"Maturity Date attribute for loan, instance 78."
loan_status_78,loan,"Status attribute for loan, instance 78."
loan_ltv_ratio_78,loan,"Ltv Ratio attribute for loan, instance 78."
loan_dti_ratio_78,loan,"Dti Ratio attribute for loan, instance 78."
loan_amortization_type_78,loan,"Amortization Type attribute for loan, instance 78."
property_id_78,property,"Id attribute for property, instance 78."
property_address_line1_78,property,"Address Line1 attribute for property, instance 78."
property_address_line2_78,property,"Address Line2 attribute for property, instance 78."
property_city_78,property,"City attribute for property, instance 78."
property_state_78,property,"State attribute for property, instance 78."
property_postal_code_78,property,"Postal Code attribute for property, instance 78."
property_country_78,property,"Country attribute for property, instance 78."
property_property_type_78,property,"Property Type attribute for property, instance 78."
property_year_built_78,property,"Year Built attribute for property, instance 78."
property_purchase_price_78,property,"Purchase Price attribute for property, instance 78."
property_appraised_value_78,property,"Appraised Value attribute for property, instance 78."
property_square_feet_78,property,"Square Feet attribute for property, instance 78."
property_lot_size_78,property,"Lot Size attribute for property, instance 78."
property_num_bedrooms_78,property,"Num Bedrooms attribute for property, instance 78."
property_num_bathrooms_78,property,"Num Bathrooms attribute for property, instance 78."
payment_id_78,payment,"Id attribute for payment, instance 78."
payment_due_date_78,payment,"Due Date attribute for payment, instance 78."
payment_amount_due_78,payment,"Amount Due attribute for payment, instance 78."
payment_amount_paid_78,payment,"Amount Paid attribute for payment, instance 78."
payment_payment_date_78,payment,"Payment Date attribute for payment, instance 78."
payment_payment_method_78,payment,"Payment Method attribute for payment, instance 78."
payment_status_78,payment,"Status attribute for payment, instance 78."
payment_late_fee_78,payment,"Late Fee attribute for payment, instance 78."
payment_escrow_amount_78,payment,"Escrow Amount attribute for payment, instance 78."
escrow_id_78,escrow,"Id attribute for escrow, instance 78."
escrow_type_78,escrow,"Type attribute for escrow, instance 78."
escrow_balance_78,escrow,"Balance attribute for escrow, instance 78."
escrow_taxes_due_78,escrow,"Taxes Due attribute for escrow, instance 78."
escrow_insurance_due_78,escrow,"Insurance Due attribute for escrow, instance 78."
escrow_last_payment_date_78,escrow,"Last Payment Date attribute for escrow, instance 78."
escrow_next_payment_due_78,escrow,"Next Payment Due attribute for escrow, instance 78."
regulatory_hmda_reporting_flag_78,regulatory,"Hmda Reporting Flag attribute for regulatory, instance 78."
regulatory_compliance_status_78,regulatory,"Compliance Status attribute for regulatory, instance 78."
regulatory_regulator_notes_78,regulatory,"Regulator Notes attribute for regulatory, instance 78."
regulatory_fair_lending_score_78,regulatory,"Fair Lending Score attribute for regulatory, instance 78."
regulatory_audit_status_78,regulatory,"Audit Status attribute for regulatory, instance 78."
borrower_id_79,borrower,"Id attribute for borrower, instance 79."
borrower_first_name_79,borrower,"First Name attribute for borrower, instance 79."
borrower_last_name_79,borrower,"Last Name attribute for borrower, instance 79."
borrower_date_of_birth_79,borrower,"Date Of Birth attribute for borrower, instance 79."
borrower_ssn_79,borrower,"Ssn attribute for borrower, instance 79."
borrower_employment_status_79,borrower,"Employment Status attribute for borrower, instance 79."
borrower_annual_income_79,borrower,"Annual Income attribute for borrower, instance 79."
borrower_credit_score_79,borrower,"Credit Score attribute for borrower, instance 79."
borrower_marital_status_79,borrower,"Marital Status attribute for borrower, instance 79."
borrower_number_of_dependents_79,borrower,"Number Of Dependents attribute for borrower, instance 79."
borrower_residency_status_79,borrower,"Residency Status attribute for borrower, instance 79."
loan_id_79,loan,"Id attribute for loan, instance 79."
loan_type_79,loan,"Type attribute for loan, instance 79."
loan_amount_79,loan,"Amount attribute for loan, instance 79."
loan_term_years_79,loan,"Term Years attribute for loan, instance 79."
loan_interest_rate_79,loan,"Interest Rate attribute for loan, instance 79."
loan_origination_date_79,loan,"Origination Date attribute for loan, instance 79."
loan_maturity_date_79,loan,"Maturity Date attribute for loan, instance 79."
loan_status_79,loan,"Status attribute for loan, instance 79."
loan_ltv_ratio_79,loan,"Ltv Ratio attribute for loan, instance 79."
loan_dti_ratio_79,loan,"Dti Ratio attribute for loan, instance 79."
loan_amortization_type_79,loan,"Amortization Type attribute for loan, instance 79."
property_id_79,property,"Id attribute for property, instance 79."
property_address_line1_79,property,"Address Line1 attribute for property, instance 79."
property_address_line2_79,property,"Address Line2 attribute for property, instance 79."
property_city_79,property,"City attribute for property, instance 79."
property_state_79,property,"State attribute for property, instance 79."
property_postal_code_79,property,"Postal Code attribute for property, instance 79."
property_country_79,property,"Country attribute for property, instance 79."
property_property_type_79,property,"Property Type attribute for property, instance 79."
property_year_built_79,property,"Year Built attribute for property, instance 79."
property_purchase_price_79,property,"Purchase Price attribute for property, instance 79."
property_appraised_value_79,property,"Appraised Value attribute for property, instance 79."
property_square_feet_79,property,"Square Feet attribute for property, instance 79."
property_lot_size_79,property,"Lot Size attribute for property, instance 79."
property_num_bedrooms_79,property,"Num Bedrooms attribute for property, instance 79."
property_num_bathrooms_79,property,"Num Bathrooms attribute for property, instance 79."
payment_id_79,payment,"Id attribute for payment, instance 79."
payment_due_date_79,payment,"Due Date attribute for payment, instance 79."
payment_amount_due_79,payment,"Amount Due attribute for payment, instance 79."
payment_amount_paid_79,payment,"Amount Paid attribute for payment, instance 79."
payment_payment_date_79,payment,"Payment Date attribute for payment, instance 79."
payment_payment_method_79,payment,"Payment Method attribute for payment, instance 79."
payment_status_79,payment,"Status attribute for payment, instance 79."
payment_late_fee_79,payment,"Late Fee attribute for payment, instance 79."
payment_escrow_amount_79,payment,"Escrow Amount attribute for payment, instance 79."
escrow_id_79,escrow,"Id attribute for escrow, instance 79."
escrow_type_79,escrow,"Type attribute for escrow, instance 79."
escrow_balance_79,escrow,"Balance attribute for escrow, instance 79."
escrow_taxes_due_79,escrow,"Taxes Due attribute for escrow, instance 79."
escrow_insurance_due_79,escrow,"Insurance Due attribute for escrow, instance 79."
escrow_last_payment_date_79,escrow,"Last Payment Date attribute for escrow, instance 79."
escrow_next_payment_due_79,escrow,"Next Payment Due attribute for escrow, instance 79."
regulatory_hmda_reporting_flag_79,regulatory,"Hmda Reporting Flag attribute for regulatory, instance 79."
regulatory_compliance_status_79,regulatory,"Compliance Status attribute for regulatory, instance 79."
regulatory_regulator_notes_79,regulatory,"Regulator Notes attribute for regulatory, instance 79."
regulatory_fair_lending_score_79,regulatory,"Fair Lending Score attribute for regulatory, instance 79."
regulatory_audit_status_79,regulatory,"Audit Status attribute for regulatory, instance 79."
borrower_id_80,borrower,"Id attribute for borrower, instance 80."
borrower_first_name_80,borrower,"First Name attribute for borrower, instance 80."
borrower_last_name_80,borrower,"Last Name attribute for borrower, instance 80."
borrower_date_of_birth_80,borrower,"Date Of Birth attribute for borrower, instance 80."
borrower_ssn_80,borrower,"Ssn attribute for borrower, instance 80."
borrower_employment_status_80,borrower,"Employment Status attribute for borrower, instance 80."
borrower_annual_income_80,borrower,"Annual Income attribute for borrower, instance 80."
borrower_credit_score_80,borrower,"Credit Score attribute for borrower, instance 80."
borrower_marital_status_80,borrower,"Marital Status attribute for borrower, instance 80."
borrower_number_of_dependents_80,borrower,"Number Of Dependents attribute for borrower, instance 80."
borrower_residency_status_80,borrower,"Residency Status attribute for borrower, instance 80."
loan_id_80,loan,"Id attribute for loan, instance 80."
loan_type_80,loan,"Type attribute for loan, instance 80."
loan_amount_80,loan,"Amount attribute for loan, instance 80."
loan_term_years_80,loan,"Term Years attribute for loan, instance 80."
loan_interest_rate_80,loan,"Interest Rate attribute for loan, instance 80."
loan_origination_date_80,loan,"Origination Date attribute for loan, instance 80."
loan_maturity_date_80,loan,"Maturity Date attribute for loan, instance 80."
loan_status_80,loan,"Status attribute for loan, instance 80."
loan_ltv_ratio_80,loan,"Ltv Ratio attribute for loan, instance 80."
loan_dti_ratio_80,loan,"Dti Ratio attribute for loan, instance 80."
loan_amortization_type_80,loan,"Amortization Type attribute for loan, instance 80."
property_id_80,property,"Id attribute for property, instance 80."
property_address_line1_80,property,"Address Line1 attribute for property, instance 80."
property_address_line2_80,property,"Address Line2 attribute for property, instance 80."
property_city_80,property,"City attribute for property, instance 80."
property_state_80,property,"State attribute for property, instance 80."
property_postal_code_80,property,"Postal Code attribute for property, instance 80."
property_country_80,property,"Country attribute for property, instance 80."
property_property_type_80,property,"Property Type attribute for property, instance 80."
property_year_built_80,property,"Year Built attribute for property, instance 80."
property_purchase_price_80,property,"Purchase Price attribute for property, instance 80."
property_appraised_value_80,property,"Appraised Value attribute for property, instance 80."
property_square_feet_80,property,"Square Feet attribute for property, instance 80."
property_lot_size_80,property,"Lot Size attribute for property, instance 80."
property_num_bedrooms_80,property,"Num Bedrooms attribute for property, instance 80."
property_num_bathrooms_80,property,"Num Bathrooms attribute for property, instance 80."
payment_id_80,payment,"Id attribute for payment, instance 80."
payment_due_date_80,payment,"Due Date attribute for payment, instance 80."
payment_amount_due_80,payment,"Amount Due attribute for payment, instance 80."
payment_amount_paid_80,payment,"Amount Paid attribute for payment, instance 80."
payment_payment_date_80,payment,"Payment Date attribute for payment, instance 80."
payment_payment_method_80,payment,"Payment Method attribute for payment, instance 80."
payment_status_80,payment,"Status attribute for payment, instance 80."
payment_late_fee_80,payment,"Late Fee attribute for payment, instance 80."
payment_escrow_amount_80,payment,"Escrow Amount attribute for payment, instance 80."
escrow_id_80,escrow,"Id attribute for escrow, instance 80."
escrow_type_80,escrow,"Type attribute for escrow, instance 80."
escrow_balance_80,escrow,"Balance attribute for escrow, instance 80."
escrow_taxes_due_80,escrow,"Taxes Due attribute for escrow, instance 80."
escrow_insurance_due_80,escrow,"Insurance Due attribute for escrow, instance 80."
escrow_last_payment_date_80,escrow,"Last Payment Date attribute for escrow, instance 80."
escrow_next_payment_due_80,escrow,"Next Payment Due attribute for escrow, instance 80."
regulatory_hmda_reporting_flag_80,regulatory,"Hmda Reporting Flag attribute for regulatory, instance 80."
regulatory_compliance_status_80,regulatory,"Compliance Status attribute for regulatory, instance 80."
regulatory_regulator_notes_80,regulatory,"Regulator Notes attribute for regulatory, instance 80."
regulatory_fair_lending_score_80,regulatory,"Fair Lending Score attribute for regulatory, instance 80."
regulatory_audit_status_80,regulatory,"Audit Status attribute for regulatory, instance 80."
borrower_id_81,borrower,"Id attribute for borrower, instance 81."
borrower_first_name_81,borrower,"First Name attribute for borrower, instance 81."
borrower_last_name_81,borrower,"Last Name attribute for borrower, instance 81."
borrower_date_of_birth_81,borrower,"Date Of Birth attribute for borrower, instance 81."
borrower_ssn_81,borrower,"Ssn attribute for borrower, instance 81."
borrower_employment_status_81,borrower,"Employment Status attribute for borrower, instance 81."
borrower_annual_income_81,borrower,"Annual Income attribute for borrower, instance 81."
borrower_credit_score_81,borrower,"Credit Score attribute for borrower, instance 81."
borrower_marital_status_81,borrower,"Marital Status attribute for borrower, instance 81."
borrower_number_of_dependents_81,borrower,"Number Of Dependents attribute for borrower, instance 81."
borrower_residency_status_81,borrower,"Residency Status attribute for borrower, instance 81."
loan_id_81,loan,"Id attribute for loan, instance 81."
loan_type_81,loan,"Type attribute for loan, instance 81."
loan_amount_81,loan,"Amount attribute for loan, instance 81."
loan_term_years_81,loan,"Term Years attribute for loan, instance 81."
loan_interest_rate_81,loan,"Interest Rate attribute for loan, instance 81."
loan_origination_date_81,loan,"Origination Date attribute for loan, instance 81."
loan_maturity_date_81,loan,"Maturity Date attribute for loan, instance 81."
loan_status_81,loan,"Status attribute for loan, instance 81."
loan_ltv_ratio_81,loan,"Ltv Ratio attribute for loan, instance 81."
loan_dti_ratio_81,loan,"Dti Ratio attribute for loan, instance 81."
loan_amortization_type_81,loan,"Amortization Type attribute for loan, instance 81."
property_id_81,property,"Id attribute for property, instance 81."
property_address_line1_81,property,"Address Line1 attribute for property, instance 81."
property_address_line2_81,property,"Address Line2 attribute for property, instance 81."
property_city_81,property,"City attribute for property, instance 81."
property_state_81,property,"State attribute for property, instance 81."
property_postal_code_81,property,"Postal Code attribute for property, instance 81."
property_country_81,property,"Country attribute for property, instance 81."
property_property_type_81,property,"Property Type attribute for property, instance 81."
property_year_built_81,property,"Year Built attribute for property, instance 81."
property_purchase_price_81,property,"Purchase Price attribute for property, instance 81."
property_appraised_value_81,property,"Appraised Value attribute for property, instance 81."
property_square_feet_81,property,"Square Feet attribute for property, instance 81."
property_lot_size_81,property,"Lot Size attribute for property, instance 81."
property_num_bedrooms_81,property,"Num Bedrooms attribute for property, instance 81."
property_num_bathrooms_81,property,"Num Bathrooms attribute for property, instance 81."
payment_id_81,payment,"Id attribute for payment, instance 81."
payment_due_date_81,payment,"Due Date attribute for payment, instance 81."
payment_amount_due_81,payment,"Amount Due attribute for payment, instance 81."
payment_amount_paid_81,payment,"Amount Paid attribute for payment, instance 81."
payment_payment_date_81,payment,"Payment Date attribute for payment, instance 81."
payment_payment_method_81,payment,"Payment Method attribute for payment, instance 81."
payment_status_81,payment,"Status attribute for payment, instance 81."
payment_late_fee_81,payment,"Late Fee attribute for payment, instance 81."
payment_escrow_amount_81,payment,"Escrow Amount attribute for payment, instance 81."
escrow_id_81,escrow,"Id attribute for escrow, instance 81."
escrow_type_81,escrow,"Type attribute for escrow, instance 81."
escrow_balance_81,escrow,"Balance attribute for escrow, instance 81."
escrow_taxes_due_81,escrow,"Taxes Due attribute for escrow, instance 81."
escrow_insurance_due_81,escrow,"Insurance Due attribute for escrow, instance 81."
