attribute_name,group,description
cardholder.id_document_number.stddev_last_10,cardholder,Cardholder attribute 'id_document_number' with derivation 'stddev_last_10'
cardholder.id_document_number.last_seen,cardholder,Cardholder attribute 'id_document_number' with derivation 'last_seen'
cardholder.id_document_number.count_last_1h,cardholder,Cardholder attribute 'id_document_number' with derivation 'count_last_1h'
cardholder.id_document_number.count_last_24h,cardholder,Cardholder attribute 'id_document_number' with derivation 'count_last_24h'
cardholder.id_document_number.count_last_7d,cardholder,Cardholder attribute 'id_document_number' with derivation 'count_last_7d'
cardholder.id_document_number.count_last_30d,cardholder,Cardholder attribute 'id_document_number' with derivation 'count_last_30d'
cardholder.id_document_number.flag_anomaly,cardholder,Cardholder attribute 'id_document_number' with derivation 'flag_anomaly'
cardholder.id_document_number.rolling_avg_1h,cardholder,Cardholder attribute 'id_document_number' with derivation 'rolling_avg_1h'
cardholder.id_document_number.rolling_avg_24h,cardholder,Cardholder attribute 'id_document_number' with derivation 'rolling_avg_24h'
cardholder.id_document_number.velocity_flag,cardholder,Cardholder attribute 'id_document_number' with derivation 'velocity_flag'
cardholder.id_document_number.trend_up,cardholder,Cardholder attribute 'id_document_number' with derivation 'trend_up'
cardholder.id_document_number.trend_down,cardholder,Cardholder attribute 'id_document_number' with derivation 'trend_down'
cardholder.id_document_number.missing_flag,cardholder,Cardholder attribute 'id_document_number' with derivation 'missing_flag'
cardholder.id_expiry_date.raw,cardholder,Cardholder attribute 'id_expiry_date' with derivation 'raw'
cardholder.id_expiry_date.normalized,cardholder,Cardholder attribute 'id_expiry_date' with derivation 'normalized'
cardholder.id_expiry_date.zscore,cardholder,Cardholder attribute 'id_expiry_date' with derivation 'zscore'
cardholder.id_expiry_date.min_last_10,cardholder,Cardholder attribute 'id_expiry_date' with derivation 'min_last_10'
cardholder.id_expiry_date.max_last_10,cardholder,Cardholder attribute 'id_expiry_date' with derivation 'max_last_10'
cardholder.id_expiry_date.avg_last_10,cardholder,Cardholder attribute 'id_expiry_date' with derivation 'avg_last_10'
cardholder.id_expiry_date.sum_last_10,cardholder,Cardholder attribute 'id_expiry_date' with derivation 'sum_last_10'
cardholder.id_expiry_date.stddev_last_10,cardholder,Cardholder attribute 'id_expiry_date' with derivation 'stddev_last_10'
cardholder.id_expiry_date.last_seen,cardholder,Cardholder attribute 'id_expiry_date' with derivation 'last_seen'
cardholder.id_expiry_date.count_last_1h,cardholder,Cardholder attribute 'id_expiry_date' with derivation 'count_last_1h'
cardholder.id_expiry_date.count_last_24h,cardholder,Cardholder attribute 'id_expiry_date' with derivation 'count_last_24h'
cardholder.id_expiry_date.count_last_7d,cardholder,Cardholder attribute 'id_expiry_date' with derivation 'count_last_7d'
cardholder.id_expiry_date.count_last_30d,cardholder,Cardholder attribute 'id_expiry_date' with derivation 'count_last_30d'
cardholder.id_expiry_date.flag_anomaly,cardholder,Cardholder attribute 'id_expiry_date' with derivation 'flag_anomaly'
cardholder.id_expiry_date.rolling_avg_1h,cardholder,Cardholder attribute 'id_expiry_date' with derivation 'rolling_avg_1h'
cardholder.id_expiry_date.rolling_avg_24h,cardholder,Cardholder attribute 'id_expiry_date' with derivation 'rolling_avg_24h'
cardholder.id_expiry_date.velocity_flag,cardholder,Cardholder attribute 'id_expiry_date' with derivation 'velocity_flag'
cardholder.id_expiry_date.trend_up,cardholder,Cardholder attribute 'id_expiry_date' with derivation 'trend_up'
cardholder.id_expiry_date.trend_down,cardholder,Cardholder attribute 'id_expiry_date' with derivation 'trend_down'
cardholder.id_expiry_date.missing_flag,cardholder,Cardholder attribute 'id_expiry_date' with derivation 'missing_flag'
cardholder.language_preference.raw,cardholder,Cardholder attribute 'language_preference' with derivation 'raw'
cardholder.language_preference.normalized,cardholder,Cardholder attribute 'language_preference' with derivation 'normalized'
cardholder.language_preference.zscore,cardholder,Cardholder attribute 'language_preference' with derivation 'zscore'
cardholder.language_preference.min_last_10,cardholder,Cardholder attribute 'language_preference' with derivation 'min_last_10'
cardholder.language_preference.max_last_10,cardholder,Cardholder attribute 'language_preference' with derivation 'max_last_10'
cardholder.language_preference.avg_last_10,cardholder,Cardholder attribute 'language_preference' with derivation 'avg_last_10'
cardholder.language_preference.sum_last_10,cardholder,Cardholder attribute 'language_preference' with derivation 'sum_last_10'
cardholder.language_preference.stddev_last_10,cardholder,Cardholder attribute 'language_preference' with derivation 'stddev_last_10'
cardholder.language_preference.last_seen,cardholder,Cardholder attribute 'language_preference' with derivation 'last_seen'
cardholder.language_preference.count_last_1h,cardholder,Cardholder attribute 'language_preference' with derivation 'count_last_1h'
cardholder.language_preference.count_last_24h,cardholder,Cardholder attribute 'language_preference' with derivation 'count_last_24h'
cardholder.language_preference.count_last_7d,cardholder,Cardholder attribute 'language_preference' with derivation 'count_last_7d'
cardholder.language_preference.count_last_30d,cardholder,Cardholder attribute 'language_preference' with derivation 'count_last_30d'
cardholder.language_preference.flag_anomaly,cardholder,Cardholder attribute 'language_preference' with derivation 'flag_anomaly'
cardholder.language_preference.rolling_avg_1h,cardholder,Cardholder attribute 'language_preference' with derivation 'rolling_avg_1h'
cardholder.language_preference.rolling_avg_24h,cardholder,Cardholder attribute 'language_preference' with derivation 'rolling_avg_24h'
cardholder.language_preference.velocity_flag,cardholder,Cardholder attribute 'language_preference' with derivation 'velocity_flag'
cardholder.language_preference.trend_up,cardholder,Cardholder attribute 'language_preference' with derivation 'trend_up'
cardholder.language_preference.trend_down,cardholder,Cardholder attribute 'language_preference' with derivation 'trend_down'
cardholder.language_preference.missing_flag,cardholder,Cardholder attribute 'language_preference' with derivation 'missing_flag'
transaction.id.raw,transaction,Transaction attribute 'id' with derivation 'raw'
transaction.id.normalized,transaction,Transaction attribute 'id' with derivation 'normalized'
transaction.id.zscore,transaction,Transaction attribute 'id' with derivation 'zscore'
transaction.id.min_last_10,transaction,Transaction attribute 'id' with derivation 'min_last_10'
transaction.id.max_last_10,transaction,Transaction attribute 'id' with derivation 'max_last_10'
transaction.id.avg_last_10,transaction,Transaction attribute 'id' with derivation 'avg_last_10'
transaction.id.sum_last_10,transaction,Transaction attribute 'id' with derivation 'sum_last_10'
transaction.id.stddev_last_10,transaction,Transaction attribute 'id' with derivation 'stddev_last_10'
transaction.id.last_seen,transaction,Transaction attribute 'id' with derivation 'last_seen'
transaction.id.count_last_1h,transaction,Transaction attribute 'id' with derivation 'count_last_1h'
transaction.id.count_last_24h,transaction,Transaction attribute 'id' with derivation 'count_last_24h'
transaction.id.count_last_7d,transaction,Transaction attribute 'id' with derivation 'count_last_7d'
transaction.id.count_last_30d,transaction,Transaction attribute 'id' with derivation 'count_last_30d'
transaction.id.flag_anomaly,transaction,Transaction attribute 'id' with derivation 'flag_anomaly'
transaction.id.rolling_avg_1h,transaction,Transaction attribute 'id' with derivation 'rolling_avg_1h'
transaction.id.rolling_avg_24h,transaction,Transaction attribute 'id' with derivation 'rolling_avg_24h'
transaction.id.velocity_flag,transaction,Transaction attribute 'id' with derivation 'velocity_flag'
transaction.id.trend_up,transaction,Transaction attribute 'id' with derivation 'trend_up'
transaction.id.trend_down,transaction,Transaction attribute 'id' with derivation 'trend_down'
transaction.id.missing_flag,transaction,Transaction attribute 'id' with derivation 'missing_flag'
transaction.timestamp.raw,transaction,Transaction attribute 'timestamp' with derivation 'raw'
transaction.timestamp.normalized,transaction,Transaction attribute 'timestamp' with derivation 'normalized'
transaction.timestamp.zscore,transaction,Transaction attribute 'timestamp' with derivation 'zscore'
transaction.timestamp.min_last_10,transaction,Transaction attribute 'timestamp' with derivation 'min_last_10'
transaction.timestamp.max_last_10,transaction,Transaction attribute 'timestamp' with derivation 'max_last_10'
transaction.timestamp.avg_last_10,transaction,Transaction attribute 'timestamp' with derivation 'avg_last_10'
transaction.timestamp.sum_last_10,transaction,Transaction attribute 'timestamp' with derivation 'sum_last_10'
transaction.timestamp.stddev_last_10,transaction,Transaction attribute 'timestamp' with derivation 'stddev_last_10'
transaction.timestamp.last_seen,transaction,Transaction attribute 'timestamp' with derivation 'last_seen'
transaction.timestamp.count_last_1h,transaction,Transaction attribute 'timestamp' with derivation 'count_last_1h'
transaction.timestamp.count_last_24h,transaction,Transaction attribute 'timestamp' with derivation 'count_last_24h'
transaction.timestamp.count_last_7d,transaction,Transaction attribute 'timestamp' with derivation 'count_last_7d'
transaction.timestamp.count_last_30d,transaction,Transaction attribute 'timestamp' with derivation 'count_last_30d'
transaction.timestamp.flag_anomaly,transaction,Transaction attribute 'timestamp' with derivation 'flag_anomaly'
transaction.timestamp.rolling_avg_1h,transaction,Transaction attribute 'timestamp' with derivation 'rolling_avg_1h'
transaction.timestamp.rolling_avg_24h,transaction,Transaction attribute 'timestamp' with derivation 'rolling_avg_24h'
transaction.timestamp.velocity_flag,transaction,Transaction attribute 'timestamp' with derivation 'velocity_flag'
transaction.timestamp.trend_up,transaction,Transaction attribute 'timestamp' with derivation 'trend_up'
transaction.timestamp.trend_down,transaction,Transaction attribute 'timestamp' with derivation 'trend_down'
transaction.timestamp.missing_flag,transaction,Transaction attribute 'timestamp' with derivation 'missing_flag'
transaction.amount.raw,transaction,Transaction attribute 'amount' with derivation 'raw'
transaction.amount.normalized,transaction,Transaction attribute 'amount' with derivation 'normalized'
transaction.amount.zscore,transaction,Transaction attribute 'amount' with derivation 'zscore'
transaction.amount.min_last_10,transaction,Transaction attribute 'amount' with derivation 'min_last_10'
transaction.amount.max_last_10,transaction,Transaction attribute 'amount' with derivation 'max_last_10'
transaction.amount.avg_last_10,transaction,Transaction attribute 'amount' with derivation 'avg_last_10'
transaction.amount.sum_last_10,transaction,Transaction attribute 'amount' with derivation 'sum_last_10'
transaction.amount.stddev_last_10,transaction,Transaction attribute 'amount' with derivation 'stddev_last_10'
transaction.amount.last_seen,transaction,Transaction attribute 'amount' with derivation 'last_seen'
transaction.amount.count_last_1h,transaction,Transaction attribute 'amount' with derivation 'count_last_1h'
transaction.amount.count_last_24h,transaction,Transaction attribute 'amount' with derivation 'count_last_24h'
transaction.amount.count_last_7d,transaction,Transaction attribute 'amount' with derivation 'count_last_7d'
transaction.amount.count_last_30d,transaction,Transaction attribute 'amount' with derivation 'count_last_30d'
transaction.amount.flag_anomaly,transaction,Transaction attribute 'amount' with derivation 'flag_anomaly'
transaction.amount.rolling_avg_1h,transaction,Transaction attribute 'amount' with derivation 'rolling_avg_1h'
transaction.amount.rolling_avg_24h,transaction,Transaction attribute 'amount' with derivation 'rolling_avg_24h'
transaction.amount.velocity_flag,transaction,Transaction attribute 'amount' with derivation 'velocity_flag'
transaction.amount.trend_up,transaction,Transaction attribute 'amount' with derivation 'trend_up'
transaction.amount.trend_down,transaction,Transaction attribute 'amount' with derivation 'trend_down'
transaction.amount.missing_flag,transaction,Transaction attribute 'amount' with derivation 'missing_flag'
transaction.amount_usd.raw,transaction,Transaction attribute 'amount_usd' with derivation 'raw'
transaction.amount_usd.normalized,transaction,Transaction attribute 'amount_usd' with derivation 'normalized'
transaction.amount_usd.zscore,transaction,Transaction attribute 'amount_usd' with derivation 'zscore'
transaction.amount_usd.min_last_10,transaction,Transaction attribute 'amount_usd' with derivation 'min_last_10'
transaction.amount_usd.max_last_10,transaction,Transaction attribute 'amount_usd' with derivation 'max_last_10'
transaction.amount_usd.avg_last_10,transaction,Transaction attribute 'amount_usd' with derivation 'avg_last_10'
transaction.amount_usd.sum_last_10,transaction,Transaction attribute 'amount_usd' with derivation 'sum_last_10'
transaction.amount_usd.stddev_last_10,transaction,Transaction attribute 'amount_usd' with derivation 'stddev_last_10'
transaction.amount_usd.last_seen,transaction,Transaction attribute 'amount_usd' with derivation 'last_seen'
transaction.amount_usd.count_last_1h,transaction,Transaction attribute 'amount_usd' with derivation 'count_last_1h'
transaction.amount_usd.count_last_24h,transaction,Transaction attribute 'amount_usd' with derivation 'count_last_24h'
transaction.amount_usd.count_last_7d,transaction,Transaction attribute 'amount_usd' with derivation 'count_last_7d'
transaction.amount_usd.count_last_30d,transaction,Transaction attribute 'amount_usd' with derivation 'count_last_30d'
transaction.amount_usd.flag_anomaly,transaction,Transaction attribute 'amount_usd' with derivation 'flag_anomaly'
transaction.amount_usd.rolling_avg_1h,transaction,Transaction attribute 'amount_usd' with derivation 'rolling_avg_1h'
transaction.amount_usd.rolling_avg_24h,transaction,Transaction attribute 'amount_usd' with derivation 'rolling_avg_24h'
transaction.amount_usd.velocity_flag,transaction,Transaction attribute 'amount_usd' with derivation 'velocity_flag'
transaction.amount_usd.trend_up,transaction,Transaction attribute 'amount_usd' with derivation 'trend_up'
transaction.amount_usd.trend_down,transaction,Transaction attribute 'amount_usd' with derivation 'trend_down'
transaction.amount_usd.missing_flag,transaction,Transaction attribute 'amount_usd' with derivation 'missing_flag'
transaction.amount_local.raw,transaction,Transaction attribute 'amount_local' with derivation 'raw'
transaction.amount_local.normalized,transaction,Transaction attribute 'amount_local' with derivation 'normalized'
transaction.amount_local.zscore,transaction,Transaction attribute 'amount_local' with derivation 'zscore'
transaction.amount_local.min_last_10,transaction,Transaction attribute 'amount_local' with derivation 'min_last_10'
transaction.amount_local.max_last_10,transaction,Transaction attribute 'amount_local' with derivation 'max_last_10'
transaction.amount_local.avg_last_10,transaction,Transaction attribute 'amount_local' with derivation 'avg_last_10'
transaction.amount_local.sum_last_10,transaction,Transaction attribute 'amount_local' with derivation 'sum_last_10'
transaction.amount_local.stddev_last_10,transaction,Transaction attribute 'amount_local' with derivation 'stddev_last_10'
transaction.amount_local.last_seen,transaction,Transaction attribute 'amount_local' with derivation 'last_seen'
transaction.amount_local.count_last_1h,transaction,Transaction attribute 'amount_local' with derivation 'count_last_1h'
transaction.amount_local.count_last_24h,transaction,Transaction attribute 'amount_local' with derivation 'count_last_24h'
transaction.amount_local.count_last_7d,transaction,Transaction attribute 'amount_local' with derivation 'count_last_7d'
transaction.amount_local.count_last_30d,transaction,Transaction attribute 'amount_local' with derivation 'count_last_30d'
transaction.amount_local.flag_anomaly,transaction,Transaction attribute 'amount_local' with derivation 'flag_anomaly'
transaction.amount_local.rolling_avg_1h,transaction,Transaction attribute 'amount_local' with derivation 'rolling_avg_1h'
transaction.amount_local.rolling_avg_24h,transaction,Transaction attribute 'amount_local' with derivation 'rolling_avg_24h'
transaction.amount_local.velocity_flag,transaction,Transaction attribute 'amount_local' with derivation 'velocity_flag'
transaction.amount_local.trend_up,transaction,Transaction attribute 'amount_local' with derivation 'trend_up'
transaction.amount_local.trend_down,transaction,Transaction attribute 'amount_local' with derivation 'trend_down'
transaction.amount_local.missing_flag,transaction,Transaction attribute 'amount_local' with derivation 'missing_flag'
transaction.currency.raw,transaction,Transaction attribute 'currency' with derivation 'raw'
transaction.currency.normalized,transaction,Transaction attribute 'currency' with derivation 'normalized'
transaction.currency.zscore,transaction,Transaction attribute 'currency' with derivation 'zscore'
transaction.currency.min_last_10,transaction,Transaction attribute 'currency' with derivation 'min_last_10'
transaction.currency.max_last_10,transaction,Transaction attribute 'currency' with derivation 'max_last_10'
transaction.currency.avg_last_10,transaction,Transaction attribute 'currency' with derivation 'avg_last_10'
transaction.currency.sum_last_10,transaction,Transaction attribute 'currency' with derivation 'sum_last_10'
transaction.currency.stddev_last_10,transaction,Transaction attribute 'currency' with derivation 'stddev_last_10'
transaction.currency.last_seen,transaction,Transaction attribute 'currency' with derivation 'last_seen'
transaction.currency.count_last_1h,transaction,Transaction attribute 'currency' with derivation 'count_last_1h'
transaction.currency.count_last_24h,transaction,Transaction attribute 'currency' with derivation 'count_last_24h'
transaction.currency.count_last_7d,transaction,Transaction attribute 'currency' with derivation 'count_last_7d'
transaction.currency.count_last_30d,transaction,Transaction attribute 'currency' with derivation 'count_last_30d'
transaction.currency.flag_anomaly,transaction,Transaction attribute 'currency' with derivation 'flag_anomaly'
transaction.currency.rolling_avg_1h,transaction,Transaction attribute 'currency' with derivation 'rolling_avg_1h'
transaction.currency.rolling_avg_24h,transaction,Transaction attribute 'currency' with derivation 'rolling_avg_24h'
transaction.currency.velocity_flag,transaction,Transaction attribute 'currency' with derivation 'velocity_flag'
transaction.currency.trend_up,transaction,Transaction attribute 'currency' with derivation 'trend_up'
transaction.currency.trend_down,transaction,Transaction attribute 'currency' with derivation 'trend_down'
transaction.currency.missing_flag,transaction,Transaction attribute 'currency' with derivation 'missing_flag'
transaction.conversion_rate.raw,transaction,Transaction attribute 'conversion_rate' with derivation 'raw'
transaction.conversion_rate.normalized,transaction,Transaction attribute 'conversion_rate' with derivation 'normalized'
transaction.conversion_rate.zscore,transaction,Transaction attribute 'conversion_rate' with derivation 'zscore'
transaction.conversion_rate.min_last_10,transaction,Transaction attribute 'conversion_rate' with derivation 'min_last_10'
transaction.conversion_rate.max_last_10,transaction,Transaction attribute 'conversion_rate' with derivation 'max_last_10'
transaction.conversion_rate.avg_last_10,transaction,Transaction attribute 'conversion_rate' with derivation 'avg_last_10'
transaction.conversion_rate.sum_last_10,transaction,Transaction attribute 'conversion_rate' with derivation 'sum_last_10'
transaction.conversion_rate.stddev_last_10,transaction,Transaction attribute 'conversion_rate' with derivation 'stddev_last_10'
transaction.conversion_rate.last_seen,transaction,Transaction attribute 'conversion_rate' with derivation 'last_seen'
transaction.conversion_rate.count_last_1h,transaction,Transaction attribute 'conversion_rate' with derivation 'count_last_1h'
transaction.conversion_rate.count_last_24h,transaction,Transaction attribute 'conversion_rate' with derivation 'count_last_24h'
transaction.conversion_rate.count_last_7d,transaction,Transaction attribute 'conversion_rate' with derivation 'count_last_7d'
transaction.conversion_rate.count_last_30d,transaction,Transaction attribute 'conversion_rate' with derivation 'count_last_30d'
transaction.conversion_rate.flag_anomaly,transaction,Transaction attribute 'conversion_rate' with derivation 'flag_anomaly'
transaction.conversion_rate.rolling_avg_1h,transaction,Transaction attribute 'conversion_rate' with derivation 'rolling_avg_1h'
transaction.conversion_rate.rolling_avg_24h,transaction,Transaction attribute 'conversion_rate' with derivation 'rolling_avg_24h'
transaction.conversion_rate.velocity_flag,transaction,Transaction attribute 'conversion_rate' with derivation 'velocity_flag'
transaction.conversion_rate.trend_up,transaction,Transaction attribute 'conversion_rate' with derivation 'trend_up'
transaction.conversion_rate.trend_down,transaction,Transaction attribute 'conversion_rate' with derivation 'trend_down'
transaction.conversion_rate.missing_flag,transaction,Transaction attribute 'conversion_rate' with derivation 'missing_flag'
transaction.auth_code.raw,transaction,Transaction attribute 'auth_code' with derivation 'raw'
transaction.auth_code.normalized,transaction,Transaction attribute 'auth_code' with derivation 'normalized'
transaction.auth_code.zscore,transaction,Transaction attribute 'auth_code' with derivation 'zscore'
transaction.auth_code.min_last_10,transaction,Transaction attribute 'auth_code' with derivation 'min_last_10'
transaction.auth_code.max_last_10,transaction,Transaction attribute 'auth_code' with derivation 'max_last_10'
transaction.auth_code.avg_last_10,transaction,Transaction attribute 'auth_code' with derivation 'avg_last_10'
transaction.auth_code.sum_last_10,transaction,Transaction attribute 'auth_code' with derivation 'sum_last_10'
transaction.auth_code.stddev_last_10,transaction,Transaction attribute 'auth_code' with derivation 'stddev_last_10'
transaction.auth_code.last_seen,transaction,Transaction attribute 'auth_code' with derivation 'last_seen'
transaction.auth_code.count_last_1h,transaction,Transaction attribute 'auth_code' with derivation 'count_last_1h'
transaction.auth_code.count_last_24h,transaction,Transaction attribute 'auth_code' with derivation 'count_last_24h'
transaction.auth_code.count_last_7d,transaction,Transaction attribute 'auth_code' with derivation 'count_last_7d'
transaction.auth_code.count_last_30d,transaction,Transaction attribute 'auth_code' with derivation 'count_last_30d'
transaction.auth_code.flag_anomaly,transaction,Transaction attribute 'auth_code' with derivation 'flag_anomaly'
transaction.auth_code.rolling_avg_1h,transaction,Transaction attribute 'auth_code' with derivation 'rolling_avg_1h'
transaction.auth_code.rolling_avg_24h,transaction,Transaction attribute 'auth_code' with derivation 'rolling_avg_24h'
transaction.auth_code.velocity_flag,transaction,Transaction attribute 'auth_code' with derivation 'velocity_flag'
transaction.auth_code.trend_up,transaction,Transaction attribute 'auth_code' with derivation 'trend_up'
transaction.auth_code.trend_down,transaction,Transaction attribute 'auth_code' with derivation 'trend_down'
transaction.auth_code.missing_flag,transaction,Transaction attribute 'auth_code' with derivation 'missing_flag'
transaction.settlement_date.raw,transaction,Transaction attribute 'settlement_date' with derivation 'raw'
transaction.settlement_date.normalized,transaction,Transaction attribute 'settlement_date' with derivation 'normalized'
transaction.settlement_date.zscore,transaction,Transaction attribute 'settlement_date' with derivation 'zscore'
transaction.settlement_date.min_last_10,transaction,Transaction attribute 'settlement_date' with derivation 'min_last_10'
transaction.settlement_date.max_last_10,transaction,Transaction attribute 'settlement_date' with derivation 'max_last_10'
transaction.settlement_date.avg_last_10,transaction,Transaction attribute 'settlement_date' with derivation 'avg_last_10'
transaction.settlement_date.sum_last_10,transaction,Transaction attribute 'settlement_date' with derivation 'sum_last_10'
transaction.settlement_date.stddev_last_10,transaction,Transaction attribute 'settlement_date' with derivation 'stddev_last_10'
transaction.settlement_date.last_seen,transaction,Transaction attribute 'settlement_date' with derivation 'last_seen'
transaction.settlement_date.count_last_1h,transaction,Transaction attribute 'settlement_date' with derivation 'count_last_1h'
transaction.settlement_date.count_last_24h,transaction,Transaction attribute 'settlement_date' with derivation 'count_last_24h'
transaction.settlement_date.count_last_7d,transaction,Transaction attribute 'settlement_date' with derivation 'count_last_7d'
transaction.settlement_date.count_last_30d,transaction,Transaction attribute 'settlement_date' with derivation 'count_last_30d'
transaction.settlement_date.flag_anomaly,transaction,Transaction attribute 'settlement_date' with derivation 'flag_anomaly'
transaction.settlement_date.rolling_avg_1h,transaction,Transaction attribute 'settlement_date' with derivation 'rolling_avg_1h'
transaction.settlement_date.rolling_avg_24h,transaction,Transaction attribute 'settlement_date' with derivation 'rolling_avg_24h'
transaction.settlement_date.velocity_flag,transaction,Transaction attribute 'settlement_date' with derivation 'velocity_flag'
transaction.settlement_date.trend_up,transaction,Transaction attribute 'settlement_date' with derivation 'trend_up'
transaction.settlement_date.trend_down,transaction,Transaction attribute 'settlement_date' with derivation 'trend_down'
transaction.settlement_date.missing_flag,transaction,Transaction attribute 'settlement_date' with derivation 'missing_flag'
transaction.reversal_flag.raw,transaction,Transaction attribute 'reversal_flag' with derivation 'raw'
transaction.reversal_flag.normalized,transaction,Transaction attribute 'reversal_flag' with derivation 'normalized'
transaction.reversal_flag.zscore,transaction,Transaction attribute 'reversal_flag' with derivation 'zscore'
transaction.reversal_flag.min_last_10,transaction,Transaction attribute 'reversal_flag' with derivation 'min_last_10'
transaction.reversal_flag.max_last_10,transaction,Transaction attribute 'reversal_flag' with derivation 'max_last_10'
transaction.reversal_flag.avg_last_10,transaction,Transaction attribute 'reversal_flag' with derivation 'avg_last_10'
transaction.reversal_flag.sum_last_10,transaction,Transaction attribute 'reversal_flag' with derivation 'sum_last_10'
transaction.reversal_flag.stddev_last_10,transaction,Transaction attribute 'reversal_flag' with derivation 'stddev_last_10'
transaction.reversal_flag.last_seen,transaction,Transaction attribute 'reversal_flag' with derivation 'last_seen'
transaction.reversal_flag.count_last_1h,transaction,Transaction attribute 'reversal_flag' with derivation 'count_last_1h'
transaction.reversal_flag.count_last_24h,transaction,Transaction attribute 'reversal_flag' with derivation 'count_last_24h'
transaction.reversal_flag.count_last_7d,transaction,Transaction attribute 'reversal_flag' with derivation 'count_last_7d'
transaction.reversal_flag.count_last_30d,transaction,Transaction attribute 'reversal_flag' with derivation 'count_last_30d'
transaction.reversal_flag.flag_anomaly,transaction,Transaction attribute 'reversal_flag' with derivation 'flag_anomaly'
transaction.reversal_flag.rolling_avg_1h,transaction,Transaction attribute 'reversal_flag' with derivation 'rolling_avg_1h'
transaction.reversal_flag.rolling_avg_24h,transaction,Transaction attribute 'reversal_flag' with derivation 'rolling_avg_24h'
transaction.reversal_flag.velocity_flag,transaction,Transaction attribute 'reversal_flag' with derivation 'velocity_flag'
transaction.reversal_flag.trend_up,transaction,Transaction attribute 'reversal_flag' with derivation 'trend_up'
transaction.reversal_flag.trend_down,transaction,Transaction attribute 'reversal_flag' with derivation 'trend_down'
transaction.reversal_flag.missing_flag,transaction,Transaction attribute 'reversal_flag' with derivation 'missing_flag'
transaction.chargeback_reason.raw,transaction,Transaction attribute 'chargeback_reason' with derivation 'raw'
transaction.chargeback_reason.normalized,transaction,Transaction attribute 'chargeback_reason' with derivation 'normalized'
transaction.chargeback_reason.zscore,transaction,Transaction attribute 'chargeback_reason' with derivation 'zscore'
transaction.chargeback_reason.min_last_10,transaction,Transaction attribute 'chargeback_reason' with derivation 'min_last_10'
transaction.chargeback_reason.max_last_10,transaction,Transaction attribute 'chargeback_reason' with derivation 'max_last_10'
transaction.chargeback_reason.avg_last_10,transaction,Transaction attribute 'chargeback_reason' with derivation 'avg_last_10'
transaction.chargeback_reason.sum_last_10,transaction,Transaction attribute 'chargeback_reason' with derivation 'sum_last_10'
transaction.chargeback_reason.stddev_last_10,transaction,Transaction attribute 'chargeback_reason' with derivation 'stddev_last_10'
transaction.chargeback_reason.last_seen,transaction,Transaction attribute 'chargeback_reason' with derivation 'last_seen'
transaction.chargeback_reason.count_last_1h,transaction,Transaction attribute 'chargeback_reason' with derivation 'count_last_1h'
transaction.chargeback_reason.count_last_24h,transaction,Transaction attribute 'chargeback_reason' with derivation 'count_last_24h'
transaction.chargeback_reason.count_last_7d,transaction,Transaction attribute 'chargeback_reason' with derivation 'count_last_7d'
transaction.chargeback_reason.count_last_30d,transaction,Transaction attribute 'chargeback_reason' with derivation 'count_last_30d'
transaction.chargeback_reason.flag_anomaly,transaction,Transaction attribute 'chargeback_reason' with derivation 'flag_anomaly'
transaction.chargeback_reason.rolling_avg_1h,transaction,Transaction attribute 'chargeback_reason' with derivation 'rolling_avg_1h'
transaction.chargeback_reason.rolling_avg_24h,transaction,Transaction attribute 'chargeback_reason' with derivation 'rolling_avg_24h'
transaction.chargeback_reason.velocity_flag,transaction,Transaction attribute 'chargeback_reason' with derivation 'velocity_flag'
transaction.chargeback_reason.trend_up,transaction,Transaction attribute 'chargeback_reason' with derivation 'trend_up'
transaction.chargeback_reason.trend_down,transaction,Transaction attribute 'chargeback_reason' with derivation 'trend_down'
transaction.chargeback_reason.missing_flag,transaction,Transaction attribute 'chargeback_reason' with derivation 'missing_flag'
transaction.channel.raw,transaction,Transaction attribute 'channel' with derivation 'raw'
transaction.channel.normalized,transaction,Transaction attribute 'channel' with derivation 'normalized'
transaction.channel.zscore,transaction,Transaction attribute 'channel' with derivation 'zscore'
transaction.channel.min_last_10,transaction,Transaction attribute 'channel' with derivation 'min_last_10'
transaction.channel.max_last_10,transaction,Transaction attribute 'channel' with derivation 'max_last_10'
transaction.channel.avg_last_10,transaction,Transaction attribute 'channel' with derivation 'avg_last_10'
transaction.channel.sum_last_10,transaction,Transaction attribute 'channel' with derivation 'sum_last_10'
transaction.channel.stddev_last_10,transaction,Transaction attribute 'channel' with derivation 'stddev_last_10'
transaction.channel.last_seen,transaction,Transaction attribute 'channel' with derivation 'last_seen'
transaction.channel.count_last_1h,transaction,Transaction attribute 'channel' with derivation 'count_last_1h'
transaction.channel.count_last_24h,transaction,Transaction attribute 'channel' with derivation 'count_last_24h'
transaction.channel.count_last_7d,transaction,Transaction attribute 'channel' with derivation 'count_last_7d'
transaction.channel.count_last_30d,transaction,Transaction attribute 'channel' with derivation 'count_last_30d'
transaction.channel.flag_anomaly,transaction,Transaction attribute 'channel' with derivation 'flag_anomaly'
transaction.channel.rolling_avg_1h,transaction,Transaction attribute 'channel' with derivation 'rolling_avg_1h'
transaction.channel.rolling_avg_24h,transaction,Transaction attribute 'channel' with derivation 'rolling_avg_24h'
transaction.channel.velocity_flag,transaction,Transaction attribute 'channel' with derivation 'velocity_flag'
transaction.channel.trend_up,transaction,Transaction attribute 'channel' with derivation 'trend_up'
